airline_name,airline_code,airport_name,city,country,iata_code,flight_number,origin_city,destination_city,departure,arrival,base_price,total_seats,available_seats,duration_mins
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ440,Bangalore,Ahmedabad,2024-08-06 11:15:00,2024-08-06 13:15:00,4483,200,163,120
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE441,Hyderabad,Chennai,2024-04-21 19:30:00,2024-04-21 22:15:00,5860,200,197,165
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE442,Mumbai,Goa,2024-05-31 09:45:00,2024-05-31 11:30:00,5805,170,146,105
SkyWays,SW,Goa International,Goa,India,GOI,SW443,Goa,Kolkata,2024-06-28 14:30:00,2024-06-28 16:15:00,6904,170,156,105
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ444,Chennai,Kochi,2024-04-05 08:00:00,2024-04-05 10:00:00,2403,170,163,120
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ445,Mumbai,Kolkata,2024-10-13 20:00:00,2024-10-13 22:15:00,3087,160,103,135
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA446,Kolkata,Mumbai,2024-09-14 07:00:00,2024-09-14 09:45:00,6018,190,180,165
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE447,Bangalore,Pune,2024-02-27 05:45:00,2024-02-27 08:30:00,4416,160,140,165
TransIndia,TI,Cochin International,Kochi,India,COK,TI448,Kochi,Chennai,2024-10-03 20:00:00,2024-10-03 21:00:00,4384,160,127,60
FastAir,FA,Pune International,Pune,India,PUN,FA449,Pune,Kolkata,2024-12-10 11:45:00,2024-12-10 12:45:00,6313,180,154,60
SkyWays,SW,Chennai International,Chennai,India,MAA,SW450,Chennai,Pune,2024-01-26 10:45:00,2024-01-26 11:45:00,6694,170,149,60
FastAir,FA,Cochin International,Kochi,India,COK,FA451,Kochi,Ahmedabad,2024-05-18 07:00:00,2024-05-18 08:30:00,4947,160,145,90
SkyWays,SW,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,SW452,Kolkata,Ahmedabad,2025-01-03 16:30:00,2025-01-03 18:15:00,5664,200,150,105
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI453,Bangalore,Kolkata,2024-07-02 08:30:00,2024-07-02 10:30:00,3396,180,143,120
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ454,New Delhi,Bangalore,2024-11-12 18:45:00,2024-11-12 21:00:00,2971,200,169,135
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI455,Bangalore,New Delhi,2025-01-07 10:45:00,2025-01-07 13:45:00,6828,190,151,180
FastAir,FA,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,FA456,Ahmedabad,Kochi,2024-06-07 15:30:00,2024-06-07 18:15:00,5525,170,129,165
AeroExpress,AE,Cochin International,Kochi,India,COK,AE457,Kochi,Pune,2024-07-03 06:15:00,2024-07-03 07:15:00,6212,170,155,60
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ458,Ahmedabad,Kochi,2024-02-06 11:30:00,2024-02-06 13:00:00,4290,160,131,90
AeroExpress,AE,Goa International,Goa,India,GOI,AE459,Goa,Pune,2024-03-02 13:45:00,2024-03-02 15:30:00,4083,190,162,105
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA460,Bangalore,Kochi,2024-02-21 05:30:00,2024-02-21 07:15:00,3042,160,138,105
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ461,Kolkata,Hyderabad,2024-02-25 15:15:00,2024-02-25 17:15:00,6794,200,176,120
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ462,New Delhi,Goa,2024-11-27 17:45:00,2024-11-27 19:30:00,6374,170,134,105
FastAir,FA,Pune International,Pune,India,PUN,FA463,Pune,Goa,2024-06-09 17:45:00,2024-06-09 20:00:00,2725,180,160,135
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ464,Mumbai,Ahmedabad,2025-01-11 10:15:00,2025-01-11 13:15:00,6161,160,155,180
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI465,Mumbai,Hyderabad,2024-10-08 05:00:00,2024-10-08 07:30:00,6575,190,182,150
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ466,Bangalore,Pune,2025-01-15 10:15:00,2025-01-15 11:15:00,4321,170,163,60
CloudJet,CJ,Rajiv Gandhi International,Hyderabad,India,HYD,CJ467,Hyderabad,New Delhi,2024-08-12 13:15:00,2024-08-12 15:00:00,5451,190,133,105
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ468,Bangalore,Mumbai,2024-08-05 06:15:00,2024-08-05 08:45:00,5142,170,145,150
AeroExpress,AE,Pune International,Pune,India,PUN,AE469,Pune,Mumbai,2024-12-08 07:00:00,2024-12-08 08:00:00,6767,150,101,60
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ470,Kolkata,Hyderabad,2024-06-28 19:45:00,2024-06-28 21:45:00,6095,150,101,120
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI471,Bangalore,Pune,2024-01-02 17:15:00,2024-01-02 19:15:00,5311,180,139,120
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ472,Bangalore,Mumbai,2024-08-06 05:30:00,2024-08-06 07:45:00,4029,190,170,135
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE473,Chennai,Goa,2024-08-14 07:30:00,2024-08-14 09:00:00,3182,150,143,90
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA474,Hyderabad,Kochi,2024-11-09 10:00:00,2024-11-09 11:15:00,2298,170,166,75
TransIndia,TI,Rajiv Gandhi International,Hyderabad,India,HYD,TI475,Hyderabad,New Delhi,2025-01-24 05:45:00,2025-01-24 07:00:00,3465,160,138,75
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ476,New Delhi,Kochi,2024-10-19 09:45:00,2024-10-19 11:00:00,5284,160,131,75
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI477,Mumbai,New Delhi,2025-01-25 11:45:00,2025-01-25 13:00:00,6851,150,107,75
FastAir,FA,Goa International,Goa,India,GOI,FA478,Goa,Kochi,2024-04-30 19:30:00,2024-04-30 22:00:00,3257,150,121,150
TransIndia,TI,Goa International,Goa,India,GOI,TI479,Goa,Kochi,2025-01-11 09:15:00,2025-01-11 11:15:00,4119,190,139,120
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI480,Kolkata,Goa,2024-12-17 16:00:00,2024-12-17 17:00:00,3565,170,126,60
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI481,New Delhi,Goa,2024-11-23 15:30:00,2024-11-23 16:45:00,3773,180,161,75
TransIndia,TI,Chennai International,Chennai,India,MAA,TI482,Chennai,Mumbai,2024-02-07 13:15:00,2024-02-07 14:45:00,5440,190,160,90
FastAir,FA,Cochin International,Kochi,India,COK,FA483,Kochi,Bangalore,2024-01-23 19:00:00,2024-01-23 20:30:00,4244,170,159,90
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ484,Mumbai,Kochi,2024-01-09 05:45:00,2024-01-09 07:45:00,4086,160,155,120
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ485,New Delhi,Ahmedabad,2024-08-15 08:00:00,2024-08-15 09:15:00,2794,200,180,75
CloudJet,CJ,Pune International,Pune,India,PUN,CJ486,Pune,Mumbai,2024-11-29 09:00:00,2024-11-29 11:15:00,6187,200,173,135
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE487,Kolkata,Goa,2024-07-13 07:15:00,2024-07-13 10:00:00,6643,180,130,165
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE488,Chennai,Mumbai,2024-05-25 09:30:00,2024-05-25 11:45:00,2389,150,143,135
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE489,Bangalore,Hyderabad,2024-11-08 19:45:00,2024-11-08 22:45:00,2161,160,137,180
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA490,Hyderabad,Chennai,2024-10-12 16:15:00,2024-10-12 17:15:00,6451,180,166,60
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW491,New Delhi,Kochi,2024-04-03 14:15:00,2024-04-03 16:00:00,3895,200,161,105
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ492,Kochi,Hyderabad,2024-04-04 09:15:00,2024-04-04 12:00:00,5347,190,131,165
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ493,New Delhi,Pune,2024-10-28 20:00:00,2024-10-28 21:45:00,2309,150,133,105
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI494,New Delhi,Kolkata,2024-06-25 17:15:00,2024-06-25 18:15:00,6232,200,140,60
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA495,Bangalore,Kolkata,2024-07-24 20:15:00,2024-07-24 21:45:00,2158,190,153,90
CloudJet,CJ,Rajiv Gandhi International,Hyderabad,India,HYD,CJ496,Hyderabad,Bangalore,2024-12-12 19:00:00,2024-12-12 21:45:00,6414,190,162,165
TransIndia,TI,Chennai International,Chennai,India,MAA,TI497,Chennai,Goa,2024-10-05 17:45:00,2024-10-05 19:45:00,2607,170,118,120
SkyWays,SW,Kempegowda International,Bangalore,India,BLR,SW498,Bangalore,New Delhi,2025-01-16 13:30:00,2025-01-16 15:30:00,3272,200,169,120
SkyWays,SW,Chennai International,Chennai,India,MAA,SW499,Chennai,Goa,2024-01-28 12:00:00,2024-01-28 14:45:00,5449,190,178,165
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ500,Kolkata,Kochi,2024-07-09 14:30:00,2024-07-09 16:45:00,2089,160,150,135
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ501,Bangalore,Pune,2024-12-14 15:15:00,2024-12-14 16:30:00,5801,190,138,75
CloudJet,CJ,Pune International,Pune,India,PUN,CJ502,Pune,Ahmedabad,2024-03-07 09:15:00,2024-03-07 11:45:00,3443,170,122,150
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA503,New Delhi,Kolkata,2025-01-30 12:00:00,2025-01-30 13:45:00,6273,180,173,105
TransIndia,TI,Cochin International,Kochi,India,COK,TI504,Kochi,Goa,2024-01-07 20:30:00,2024-01-07 23:30:00,2271,190,141,180
SkyWays,SW,Pune International,Pune,India,PUN,SW505,Pune,Chennai,2024-10-30 07:00:00,2024-10-30 09:00:00,5744,180,169,120
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ506,Kochi,Hyderabad,2025-01-22 17:45:00,2025-01-22 20:45:00,4795,180,123,180
TransIndia,TI,Rajiv Gandhi International,Hyderabad,India,HYD,TI507,Hyderabad,Chennai,2024-12-01 15:00:00,2024-12-01 16:45:00,5763,190,163,105
AeroExpress,AE,Goa International,Goa,India,GOI,AE508,Goa,Mumbai,2024-01-10 15:00:00,2024-01-10 18:00:00,2052,190,189,180
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW509,Hyderabad,Bangalore,2024-09-23 17:15:00,2024-09-23 20:15:00,4526,150,126,180
TransIndia,TI,Chennai International,Chennai,India,MAA,TI510,Chennai,Goa,2024-05-27 14:15:00,2024-05-27 16:00:00,2052,150,115,105
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE511,Ahmedabad,New Delhi,2024-08-12 08:30:00,2024-08-12 10:15:00,6798,190,136,105
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE512,Kolkata,Kochi,2024-12-10 12:15:00,2024-12-10 14:30:00,2286,190,147,135
CloudJet,CJ,Pune International,Pune,India,PUN,CJ513,Pune,Kolkata,2024-08-18 09:15:00,2024-08-18 11:00:00,3869,170,153,105
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE514,Kolkata,New Delhi,2024-09-21 20:15:00,2024-09-21 22:30:00,2854,180,126,135
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE515,Mumbai,Chennai,2024-01-14 06:30:00,2024-01-14 08:45:00,5828,200,166,135
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ516,New Delhi,Pune,2024-03-12 17:15:00,2024-03-12 19:45:00,6197,200,192,150
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE517,New Delhi,Hyderabad,2024-07-10 16:45:00,2024-07-10 19:30:00,6349,190,176,165
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA518,Mumbai,Chennai,2025-01-22 08:45:00,2025-01-22 11:15:00,2035,180,161,150
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA519,Kolkata,Chennai,2024-11-23 11:45:00,2024-11-23 14:00:00,5088,200,198,135
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA520,Mumbai,Hyderabad,2024-08-15 12:15:00,2024-08-15 13:30:00,3352,160,148,75
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA521,Hyderabad,Pune,2024-08-14 08:45:00,2024-08-14 10:00:00,4745,150,122,75
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ522,New Delhi,Pune,2024-02-14 20:45:00,2024-02-14 21:45:00,6776,170,155,60
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ523,Kolkata,Hyderabad,2024-06-20 05:15:00,2024-06-20 06:15:00,2635,180,154,60
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE524,New Delhi,Hyderabad,2025-01-03 13:15:00,2025-01-03 15:15:00,6736,170,117,120
CloudJet,CJ,Goa International,Goa,India,GOI,CJ525,Goa,Chennai,2024-07-29 13:15:00,2024-07-29 14:45:00,5831,160,152,90
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ526,Chennai,Hyderabad,2024-01-29 19:00:00,2024-01-29 21:15:00,6754,170,136,135
FastAir,FA,Cochin International,Kochi,India,COK,FA527,Kochi,Mumbai,2024-03-07 09:15:00,2024-03-07 11:30:00,6121,200,145,135
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE528,New Delhi,Bangalore,2024-02-23 20:30:00,2024-02-23 23:30:00,2957,160,105,180
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI529,New Delhi,Hyderabad,2024-06-08 18:15:00,2024-06-08 20:45:00,4132,190,151,150
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE530,Mumbai,New Delhi,2024-12-30 15:00:00,2024-12-30 17:00:00,5892,160,141,120
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE531,Chennai,Bangalore,2024-04-09 14:30:00,2024-04-09 16:00:00,4301,200,188,90
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI532,Kolkata,Bangalore,2024-03-30 16:45:00,2024-03-30 19:45:00,2906,200,169,180
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI533,Kolkata,Kochi,2024-01-09 20:30:00,2024-01-09 22:45:00,6941,190,180,135
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ534,Mumbai,Ahmedabad,2024-11-03 19:45:00,2024-11-03 22:15:00,4404,160,123,150
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA535,Mumbai,Pune,2024-04-30 05:45:00,2024-04-30 08:15:00,5742,200,164,150
SkyWays,SW,Goa International,Goa,India,GOI,SW536,Goa,Kolkata,2024-08-18 13:30:00,2024-08-18 16:15:00,4687,150,112,165
FastAir,FA,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,FA537,Ahmedabad,New Delhi,2024-03-30 13:15:00,2024-03-30 15:15:00,5383,170,153,120
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ538,Chennai,Kochi,2024-05-31 13:45:00,2024-05-31 15:30:00,3123,180,177,105
AeroExpress,AE,Cochin International,Kochi,India,COK,AE539,Kochi,Bangalore,2024-07-08 05:00:00,2024-07-08 06:15:00,2429,180,160,75
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW540,New Delhi,Goa,2024-10-11 15:45:00,2024-10-11 17:45:00,2664,170,135,120
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ541,Chennai,Hyderabad,2025-01-07 06:45:00,2025-01-07 08:15:00,3761,150,139,90
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE542,Kolkata,Goa,2024-08-28 17:00:00,2024-08-28 18:15:00,5592,190,190,75
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE543,Ahmedabad,Pune,2024-04-12 20:00:00,2024-04-12 21:15:00,6069,200,177,75
TransIndia,TI,Chennai International,Chennai,India,MAA,TI544,Chennai,Ahmedabad,2024-10-23 07:30:00,2024-10-23 10:15:00,5134,190,148,165
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI545,Ahmedabad,Mumbai,2024-09-22 09:00:00,2024-09-22 12:00:00,6413,160,103,180
TransIndia,TI,Rajiv Gandhi International,Hyderabad,India,HYD,TI546,Hyderabad,Bangalore,2024-02-19 19:00:00,2024-02-19 20:45:00,4897,200,166,105
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE547,Ahmedabad,New Delhi,2024-12-29 10:15:00,2024-12-29 11:15:00,5239,150,90,60
FastAir,FA,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,FA548,Ahmedabad,Goa,2024-08-23 16:30:00,2024-08-23 19:00:00,4123,190,136,150
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE549,Kolkata,Ahmedabad,2024-06-11 14:00:00,2024-06-11 17:00:00,4679,160,104,180
AeroExpress,AE,Cochin International,Kochi,India,COK,AE550,Kochi,Mumbai,2024-08-28 08:00:00,2024-08-28 09:15:00,3326,190,139,75
AeroExpress,AE,Pune International,Pune,India,PUN,AE551,Pune,Kochi,2025-01-14 15:30:00,2025-01-14 18:00:00,3520,190,176,150
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW552,New Delhi,Ahmedabad,2024-05-13 06:00:00,2024-05-13 08:15:00,2076,180,160,135
TransIndia,TI,Goa International,Goa,India,GOI,TI553,Goa,Kolkata,2024-11-14 13:15:00,2024-11-14 15:30:00,5985,180,174,135
FastAir,FA,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,FA554,Ahmedabad,Mumbai,2024-03-07 18:15:00,2024-03-07 20:45:00,2821,180,153,150
TransIndia,TI,Cochin International,Kochi,India,COK,TI555,Kochi,Ahmedabad,2024-05-29 17:45:00,2024-05-29 19:15:00,4521,180,154,90
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA556,Hyderabad,Goa,2024-02-27 17:30:00,2024-02-27 20:30:00,2557,180,168,180
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI557,Ahmedabad,Mumbai,2025-01-15 12:45:00,2025-01-15 14:45:00,4839,150,107,120
SkyWays,SW,Goa International,Goa,India,GOI,SW558,Goa,New Delhi,2024-08-16 09:15:00,2024-08-16 12:00:00,4942,200,161,165
FastAir,FA,Goa International,Goa,India,GOI,FA559,Goa,Pune,2024-11-18 12:45:00,2024-11-18 15:30:00,2245,190,131,165
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA560,Mumbai,Hyderabad,2024-07-17 17:15:00,2024-07-17 19:45:00,3769,200,185,150
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ561,Chennai,Ahmedabad,2024-05-10 13:45:00,2024-05-10 16:15:00,3573,160,143,150
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI562,New Delhi,Hyderabad,2024-11-03 13:15:00,2024-11-03 16:00:00,3964,190,180,165
AeroExpress,AE,Pune International,Pune,India,PUN,AE563,Pune,Chennai,2024-02-17 16:15:00,2024-02-17 19:00:00,5088,180,127,165
AeroExpress,AE,Cochin International,Kochi,India,COK,AE564,Kochi,Goa,2025-01-01 14:15:00,2025-01-01 17:00:00,5590,160,106,165
CloudJet,CJ,Pune International,Pune,India,PUN,CJ565,Pune,Goa,2024-08-08 13:15:00,2024-08-08 14:30:00,5994,170,146,75
TransIndia,TI,Cochin International,Kochi,India,COK,TI566,Kochi,Hyderabad,2024-03-30 08:15:00,2024-03-30 10:15:00,4254,190,130,120
FastAir,FA,Pune International,Pune,India,PUN,FA567,Pune,Hyderabad,2025-01-25 15:15:00,2025-01-25 17:45:00,6090,200,142,150
TransIndia,TI,Chennai International,Chennai,India,MAA,TI568,Chennai,Bangalore,2024-03-22 11:15:00,2024-03-22 12:45:00,2472,150,148,90
SkyWays,SW,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,SW569,Kolkata,Ahmedabad,2024-05-11 14:45:00,2024-05-11 16:15:00,4634,180,174,90
TransIndia,TI,Pune International,Pune,India,PUN,TI570,Pune,Bangalore,2025-01-14 06:15:00,2025-01-14 08:45:00,3853,160,129,150
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE571,New Delhi,Kochi,2024-05-12 20:45:00,2024-05-12 23:00:00,5029,180,130,135
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI572,Mumbai,Hyderabad,2024-01-26 08:30:00,2024-01-26 09:30:00,5253,180,128,60
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW573,Mumbai,Bangalore,2024-02-28 15:00:00,2024-02-28 17:45:00,5599,160,112,165
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE574,Hyderabad,Mumbai,2024-11-04 07:00:00,2024-11-04 09:30:00,3596,150,114,150
FastAir,FA,Goa International,Goa,India,GOI,FA575,Goa,New Delhi,2024-06-29 05:30:00,2024-06-29 08:15:00,2306,160,118,165
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ576,Mumbai,Goa,2024-07-24 11:15:00,2024-07-24 13:45:00,2229,180,153,150
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW577,Ahmedabad,Pune,2024-01-22 09:15:00,2024-01-22 10:15:00,5472,170,142,60
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ578,Bangalore,Kolkata,2024-05-06 16:00:00,2024-05-06 17:30:00,3355,160,129,90
FastAir,FA,Goa International,Goa,India,GOI,FA579,Goa,Mumbai,2024-04-05 10:30:00,2024-04-05 12:30:00,2045,170,149,120
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ580,Kochi,New Delhi,2024-04-14 16:15:00,2024-04-14 19:00:00,6870,200,180,165
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ581,Bangalore,Pune,2024-11-09 18:15:00,2024-11-09 19:15:00,2338,200,191,60
SkyWays,SW,Chennai International,Chennai,India,MAA,SW582,Chennai,Ahmedabad,2024-08-22 09:45:00,2024-08-22 11:00:00,3886,190,180,75
TransIndia,TI,Cochin International,Kochi,India,COK,TI583,Kochi,Ahmedabad,2024-05-12 11:45:00,2024-05-12 14:45:00,5550,180,156,180
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA584,Kolkata,New Delhi,2024-04-19 15:30:00,2024-04-19 16:45:00,6602,150,100,75
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE585,Kolkata,Hyderabad,2024-07-13 17:30:00,2024-07-13 19:15:00,2982,190,149,105
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ586,Kolkata,Goa,2024-08-17 15:00:00,2024-08-17 17:00:00,6112,190,146,120
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE587,Mumbai,Kolkata,2024-03-02 13:30:00,2024-03-02 14:30:00,2594,200,170,60
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE588,Bangalore,Chennai,2024-03-17 16:45:00,2024-03-17 19:00:00,5895,160,136,135
TransIndia,TI,Rajiv Gandhi International,Hyderabad,India,HYD,TI589,Hyderabad,Ahmedabad,2024-05-17 13:30:00,2024-05-17 16:30:00,3613,180,157,180
TransIndia,TI,Cochin International,Kochi,India,COK,TI590,Kochi,Kolkata,2025-01-14 18:15:00,2025-01-14 20:45:00,2310,150,97,150
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ591,Mumbai,Bangalore,2024-01-01 16:30:00,2024-01-01 17:30:00,3514,150,91,60
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA592,Mumbai,New Delhi,2024-08-22 15:45:00,2024-08-22 16:45:00,2724,190,172,60
SkyWays,SW,Goa International,Goa,India,GOI,SW593,Goa,Kolkata,2024-05-09 19:45:00,2024-05-09 22:45:00,3148,180,120,180
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ594,Kolkata,Kochi,2024-07-29 08:45:00,2024-07-29 09:45:00,2988,170,121,60
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ595,Ahmedabad,Chennai,2024-03-11 06:30:00,2024-03-11 09:00:00,4460,180,137,150
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ596,Ahmedabad,Goa,2024-05-11 14:15:00,2024-05-11 16:00:00,2450,150,121,105
FastAir,FA,Goa International,Goa,India,GOI,FA597,Goa,Chennai,2025-01-17 09:30:00,2025-01-17 10:45:00,5336,200,169,75
TransIndia,TI,Pune International,Pune,India,PUN,TI598,Pune,Ahmedabad,2024-01-28 18:00:00,2024-01-28 19:15:00,2886,170,164,75
TransIndia,TI,Goa International,Goa,India,GOI,TI599,Goa,Pune,2024-08-07 13:15:00,2024-08-07 15:30:00,3937,160,102,135
CloudJet,CJ,Pune International,Pune,India,PUN,CJ394,Pune,Mumbai,2026-12-21 18:15:00,2026-12-21 20:45:00,7807,150,139,150
TransIndia,TI,Pune International,Pune,India,PUN,TI552,Pune,Hyderabad,2026-12-25 05:00:00,2026-12-25 08:00:00,4759,190,153,180
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW129,Mumbai,Ahmedabad,2026-12-08 07:30:00,2026-12-08 08:30:00,7737,200,131,60
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW471,New Delhi,Kolkata,2026-12-08 18:00:00,2026-12-08 19:00:00,7016,160,139,60
TransIndia,TI,Goa International,Goa,India,GOI,TI956,Goa,Mumbai,2026-12-17 17:00:00,2026-12-17 18:45:00,7695,180,111,105
TransIndia,TI,Pune International,Pune,India,PUN,TI160,Pune,New Delhi,2026-12-16 14:45:00,2026-12-16 15:45:00,4172,170,168,60
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA745,Mumbai,Chennai,2026-12-29 12:15:00,2026-12-29 14:30:00,8460,180,105,135
SkyWays,SW,Goa International,Goa,India,GOI,SW828,Goa,Mumbai,2026-12-09 10:45:00,2026-12-09 13:15:00,4082,160,102,150
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE758,New Delhi,Mumbai,2026-12-18 13:30:00,2026-12-18 16:30:00,7218,160,124,180
SkyWays,SW,Chennai International,Chennai,India,MAA,SW176,Chennai,New Delhi,2026-12-11 22:15:00,2026-12-11 23:45:00,2346,160,139,90
